DATE,assembly,c,c#,c++,delphi,go,java,javascript,perl,php,python,r,ruby,swift
2008-07-01,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,8.0,82.0,503.0,164.0,13.0,0.0,220.0,160.0,28.0,157.0,119.0,0.0,68.0,0.0
2008-09-01,28.0,320.0,1637.0,749.0,104.0,0.0,1121.0,629.0,128.0,471.0,533.0,6.0,285.0,0.0
2008-10-01,16.0,302.0,1982.0,804.0,112.0,0.0,1142.0,720.0,128.0,603.0,504.0,0.0,245.0,0.0
2008-11-01,16.0,257.0,1728.0,733.0,139.0,0.0,951.0,581.0,97.0,497.0,446.0,1.0,154.0,0.0
2008-12-01,17.0,188.0,1594.0,630.0,133.0,0.0,824.0,625.0,133.0,471.0,437.0,1.0,159.0,0.0
2009-01-01,22.0,317.0,2371.0,844.0,163.0,0.0,1140.0,787.0,146.0,623.0,630.0,8.0,205.0,1.0
2009-02-01,36.0,332.0,2595.0,841.0,165.0,0.0,1200.0,944.0,163.0,747.0,629.0,8.0,286.0,1.0
2009-03-01,24.0,428.0,3154.0,1044.0,161.0,0.0,1424.0,1006.0,136.0,889.0,764.0,4.0,329.0,1.0
2009-04-01,50.0,454.0,3301.0,1015.0,185.0,0.0,1526.0,1041.0,161.0,942.0,768.0,12.0,356.0,0.0
2009-05-01,46.0,478.0,3546.0,1211.0,202.0,0.0,1810.0,1427.0,196.0,1161.0,995.0,2.0,400.0,2.0
2009-06-01,47.0,499.0,3870.0,1248.0,220.0,0.0,2108.0,1547.0,246.0,1563.0,1039.0,5.0,431.0,0.0
2009-07-01,32.0,537.0,4401.0,1462.0,269.0,0.0,2249.0,1751.0,256.0,1996.0,1158.0,49.0,498.0,0.0
2009-08-01,48.0,530.0,4440.0,1396.0,246.0,0.0,2184.0,1855.0,248.0,2161.0,1130.0,47.0,484.0,3.0
