DATE,assembly,c,c#,c++,delphi,go,java,javascript,perl,php,python,r,ruby,swift
2012-11-01,234.16666666666666,2516.8333333333335,11277.333333333334,5103.0,461.8333333333333,71.33333333333333,11658.5,10967.833333333334,640.5833333333334,10578.0,5135.25,960.0833333333334,1995.3333333333333,5.5
2012-12-01,236.91666666666666,2563.25,11415.083333333334,5214.333333333333,449.8333333333333,76.33333333333333,11927.916666666666,11253.5,641.75,10804.75,5312.5,1009.6666666666666,2015.0833333333333,5.666666666666667
2013-01-01,247.0,2619.9166666666665,11614.666666666666,5339.166666666667,447.5833333333333,81.58333333333333,12226.0,11604.083333333334,650.0,11108.75,5509.5,1077.5,2049.5833333333335,5.583333333333333
2013-02-01,254.91666666666666,2677.6666666666665,11763.0,5419.666666666667,445.3333333333333,88.75,12455.916666666666,11911.083333333334,661.25,11331.416666666666,5695.833333333333,1147.75,2064.5,5.333333333333333
2013-03-01,263.8333333333333,2736.8333333333335,11990.166666666666,5583.166666666667,447.6666666666667,95.33333333333333,12753.166666666666,12295.583333333334,681.3333333333334,11605.0,5911.5,1227.0,2095.8333333333335,5.416666666666667
2013-04-01,268.1666666666667,2808.0,12226.833333333334,5734.666666666667,449.75,100.0,13103.5,12684.75,701.4166666666666,11860.916666666666,6162.416666666667,1309.5833333333333,2138.25,5.5
2013-05-01,274.3333333333333,2867.8333333333335,12390.166666666666,5888.666666666667,454.0,106.0,13360.75,12982.5,723.1666666666666,12043.833333333334,6389.666666666667,1384.75,2170.0,5.083333333333333
2013-06-01,281.9166666666667,2920.0833333333335,12512.083333333334,6018.333333333333,458.75,114.66666666666667,13595.416666666666,13261.75,730.6666666666666,12223.416666666666,6583.833333333333,1450.9166666666667,2197.8333333333335,5.083333333333333
2013-07-01,289.8333333333333,2972.6666666666665,12664.5,6126.916666666667,464.3333333333333,125.0,13834.333333333334,13632.916666666666,754.3333333333334,12437.0,6822.75,1521.0833333333333,2228.9166666666665,4.916666666666667
2013-08-01,291.5833333333333,3029.4166666666665,12818.75,6216.5,468.0,136.16666666666666,14061.083333333334,13995.25,760.25,12635.333333333334,6993.75,1589.6666666666667,2263.9166666666665,4.833333333333333
2013-09-01,297.0833333333333,3099.8333333333335,13020.333333333334,6350.25,476.5,145.16666666666666,14440.583333333334,14530.75,762.0833333333334,12901.916666666666,7216.916666666667,1643.25,2299.5,5.0
2013-10-01,302.1666666666667,3188.75,13222.0,6518.25,480.0,154.25,14868.083333333334,15131.333333333334,772.6666666666666,13191.833333333334,7493.25,1710.75,2343.9166666666665,5.5
2013-11-01,311.5833333333333,3277.8333333333335,13412.583333333334,6669.333333333333,481.3333333333333,163.16666666666666,15286.583333333334,15635.166666666666,787.5833333333334,13440.0,7748.583333333333,1779.75,2381.0,5.583333333333333
2013-12-01,319.3333333333333,3355.0833333333335,13630.833333333334,6777.0,482.8333333333333,173.83333333333334,15698.0,16151.0,805.0,13711.333333333334,7970.083333333333,1837.5833333333333,2424.8333333333335,6.083333333333333
2014-01-01,323.0833333333333,3422.5,13840.0,6911.166666666667,483.0833333333333,190.5,16104.5,16751.833333333332,817.1666666666666,14026.833333333334,8241.166666666666,1906.5833333333333,2462.4166666666665,6.166666666666667
